ID,발송일,"발송채널 (noti : 네이버앱, npay: 페이앱)",서비스명,발송 문구,발송회원수,클릭회원수,클릭율,클릭까지 소요된 평균 분(Minutes)
708,2024-07-09,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,310292,21137,6.812,507.6167384
709,2024-07-10,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,301500,23578,7.82,803.5939435
710,2024-07-10,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1592,263,16.52,926.391635
711,2024-07-10,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23741,3043,12.817,670.6431153
712,2024-07-10,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2915,429,14.717,436.2634033
713,2024-07-10,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5348,244,4.562,558.1762295
714,2024-07-11,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24772,2942,11.876,773.0431679
715,2024-07-11,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,277165,15318,5.527,648.5829743
716,2024-07-11,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3404,459,13.484,652.2527233
717,2024-07-11,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1510,231,15.298,792.9480519
718,2024-07-11,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5080,243,4.783,570.5020576
719,2024-07-12,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1524,275,18.045,1022.716364
720,2024-07-12,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,22013,2294,10.421,899.4520488
721,2024-07-12,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,282854,16956,5.995,583.4715735
722,2024-07-12,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2679,337,12.579,536.851632
723,2024-07-15,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,13635,981,7.195,774.6472987
724,2024-07-15,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6381,386,6.049,388.7772021
725,2024-07-15,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1478,131,8.863,642.1908397
726,2024-07-15,noti,신용대출비교,(광고)  🚗마이카 등록한 나 칭찬해!🤩  첫달 대출금리 최대 6% 혜택 대상자에요.🎉,197630,11764,5.953,592.5239714
727,2024-07-15,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1006,76,7.555,741.1710526
728,2024-07-15,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,197064,11798,5.987,533.6518054
729,2024-07-15,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,260277,23480,9.021,807.2692504
730,2024-07-16,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,281141,17088,6.078,567.6560744
731,2024-07-16,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1394,140,10.043,637.7285714
732,2024-07-16,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2927,414,14.144,430.7415459
733,2024-07-16,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,25371,3269,12.885,623.2970327
734,2024-07-17,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2682,357,13.311,480.0448179
735,2024-07-17,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,244734,14742,6.024,509.7864605
736,2024-07-17,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24553,3087,12.573,697.8629738
737,2024-07-17,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1271,148,11.644,635.25
738,2024-07-17,noti,주택담보대출비교,(광고) 7월 16일 주담대 갈아타기 최저금리는 3.34%예요.🤔 이제 국민은행도 비교할 수 있어요🚴‍♀,226467,18832,8.316,496.6219732
739,2024-07-17,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5605,323,5.763,450.1609907
740,2024-07-17,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,183894,11472,6.238,544.3503312
741,2024-07-18,noti,주택담보대출비교,(광고) 📬 국민은행이 신규로 추가 되었어요!! 7월 17일 주담대 갈아타기 최저금리는 3.30%예요🚴,245865,19657,7.995,595.0421733
742,2024-07-18,noti,전월세대출비교,(광고) 7월17일 전세대출 갈아타기 최저금리는 3.45%예요. 🧐 2분 만에 한도 조회 GO 🚴‍♀️ ,46628,2183,4.682,375.8185983
743,2024-07-18,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3274,491,14.997,562.8289206
744,2024-07-18,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5042,273,5.415,376.7582418
745,2024-07-18,noti,신용대출비교,(광고)  🚗마이카 등록한 나 칭찬해!🤩  첫달 대출금리 최대 6% 혜택 대상자에요.🎉,188440,10839,5.752,594.5545715
746,2024-07-18,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,26479,3806,14.374,666.1077246
747,2024-07-18,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,287193,24067,8.38,811.2964225
748,2024-07-19,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,192870,11987,6.215,659.9497789
749,2024-07-19,noti,주택담보대출비교,(광고) 📬 7월 19일 주담대 최저금리는 3.29%예요. 🧐2분 만에 한도 조회 GO ,235521,16156,6.86,557.0214781
750,2024-07-19,noti,전월세대출비교,(광고) 📬 7월 18일 전세대환대출 최저금리는 3.43%예요. 🧐이자를 아낄 수 있는지 확인해보세요 🚴‍♀,108266,5405,4.992,453.3805735
751,2024-07-19,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,297909,17097,5.739,554.8496227
752,2024-07-19,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,26870,3958,14.73,808.0399192
753,2024-07-22,noti,신용대출비교,(광고)  🚗마이카 등록한 나 칭찬해!🤩  첫달 대출금리 최대 6% 혜택 대상자에요.🎉,196745,12648,6.429,645.3339658
754,2024-07-22,noti,주택담보대출비교,(광고) 📬 7월 22일 주담대 최저금리는 3.30%예요. 🧐2분 만에 한도 조회 GO,236112,15339,6.496,467.3740791
755,2024-07-22,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,14580,1158,7.942,812.6709845
756,2024-07-22,noti,신용점수조회,(광고) 🤔 내 신용점수! 이대로 괜찮을까? 👉🏻내 또래의 신용점수와 비교해보세요!,923831,39414,4.266,561.7825646
757,2024-07-22,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,333798,23399,7.01,752.9239284
758,2024-07-22,noti,신용점수조회,(광고) 800만명이 선택한 네이버페이 신용점수! 안심하고 확인해보세요 💚,928053,40309,4.343,562.0762609
759,2024-07-23,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,282719,12146,4.296,500.0445414
760,2024-07-23,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,28695,3254,11.34,633.87185
761,2024-07-23,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3690,594,16.098,421.0942761
762,2024-07-23,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5142,288,5.601,356.1666667
763,2024-07-24,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2981,412,13.821,465.6771845
764,2024-07-24,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,174990,12413,7.094,741.2650447
765,2024-07-24,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5919,304,5.136,510.6809211
766,2024-07-24,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23948,2510,10.481,667.576494
767,2024-07-24,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,235061,14997,6.38,659.6863373
768,2024-07-25,noti,주택담보대출비교,(광고) 📬 7월 24일 주담대 최저금리는 3.31%예요. 🧐2분 만에 한도 조회 GO,235045,14092,5.995,533.6102753
769,2024-07-25,noti,신용대출비교,(광고)  🚗마이카 등록한 나 칭찬해!🤩  첫달 대출금리 최대 6% 혜택 대상자에요.🎉,187824,9227,4.913,561.3640403
770,2024-07-25,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3850,533,13.844,420.8273921
771,2024-07-25,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,3027,790,26.098,1065.272152
772,2024-07-25,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,25487,2968,11.645,726.8477089
773,2024-07-25,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,282858,16970,5.999,659.5331173
774,2024-07-25,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5308,246,4.635,543.6788618
775,2024-07-26,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3456,496,14.352,525.5040323
776,2024-07-26,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24570,3054,12.43,763.8382449
777,2024-07-26,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,255538,14573,5.703,579.0673163
778,2024-07-26,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,175218,9048,5.164,557.9094828
779,2024-07-26,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4796,221,4.608,589.7511312
780,2024-07-26,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2702,835,30.903,1111.697006
781,2024-07-29,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1620,177,10.926,624.8079096
782,2024-07-29,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5931,307,5.176,396.5765472
783,2024-07-29,noti,신용대출비교,(광고) 🎉축하드려요! 마이카 이용자는 첫달 대출 이자 최대 6%까지 지원해 드려요. 🚗,186851,10662,5.706,443.8547177
784,2024-07-29,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1182,180,15.228,1024.355556
785,2024-07-29,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,14088,1051,7.46,686.1132255
786,2024-07-29,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,293410,24786,8.448,774.5724603
787,2024-07-29,noti,신용대출비교,(광고)  🚗마이카 등록한 나 칭찬해!🤩  첫달 대출금리 최대 6% 혜택 대상자에요.🎉,195924,10532,5.376,478.8373528
788,2024-07-30,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,273351,14070,5.147,470.0945984
789,2024-07-30,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3308,557,16.838,312.8868941
790,2024-07-30,noti,주택담보대출비교,(광고) 📬 7월 29일 주담대 갈아타기 최저금리는 3.27%예요. 🤔이제 국민은행도 비교할 수 있어요🚴‍♀️,187886,8129,4.327,444.0815598
791,2024-07-30,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5527,255,4.614,438.054902
792,2024-07-30,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1418,230,16.22,799.8217391
793,2024-07-30,noti,전월세대출비교,(광고) 📬7월 29일 최저금리는 3.17%예요🧐주택담보대출부터 전세대출까지 2분 만에 한도 조회 GO 🚴‍♀️,380068,33263,8.752,425.8266843
794,2024-07-30,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24571,2964,12.063,597.858637
795,2024-07-30,noti,전월세대출비교,(광고) 📬 7월 29일 전세대출 갈아타기 최저금리는 3.42%예요. 🧐이자를 아낄 수 있는지 확인해보세요 🚴‍♀️,166584,6185,3.713,316.5762328
796,2024-07-31,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5821,298,5.119,351.409396
797,2024-07-31,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24210,2556,10.558,710.1901408
798,2024-07-31,noti,신용점수조회,(광고) 🔔 똑똑똑  잊으셨나요? 이번 달 신용점수 조회하면  최대 5만원 이자지원금 추가로 드려요. ,1548,31,2.003,381.9032258
799,2024-07-31,noti,주택담보대출비교,(광고) 📬 7월 30일 주담대 갈아타기 최저금리는 3.25%예요. 🤔이제 국민은행도 비교할 수 있어요🚴,235451,9788,4.157,495.0156314
800,2024-07-31,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,231777,10007,4.318,528.4315979
801,2024-07-31,noti,주택담보대출비교,(광고) 💌 이미 주담대 있어도 가능한 DSR 제한없는 추가대출  대출금액 1%를 포인트로 💰,167739,8687,5.179,418.7995856
802,2024-07-31,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3095,399,12.892,407.4736842
803,2024-07-31,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1532,245,15.992,972.4122449
804,2024-07-31,noti,주택담보대출비교,(광고) ✔ 대출금액 1%를 포인트로💰 주담대 추가대출 이벤트,167188,7616,4.555,459.9615284
805,2024-07-31,noti,전월세대출비교,(광고) 📬7월 30일 최저금리는 3.13%예요🧐주택담보대출부터 전세대출까지 2분 만에 한도 조회 GO 🚴,774182,69599,8.99,484.0806764
806,2024-08-01,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,55748,4842,8.686,705.8899215
807,2024-08-01,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5610,326,5.811,481.8312883
808,2024-08-02,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5782,284,4.912,509.9049296
809,2024-08-02,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2443,306,12.526,600.254902
810,2024-08-02,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,51851,3847,7.419,500.7122433
811,2024-08-02,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,22821,1914,8.387,860.9900731
812,2024-08-05,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,7141,368,5.153,382.0217391
813,2024-08-05,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,153777,12777,8.309,736.1864287
814,2024-08-05,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,13308,898,6.748,810.6570156
815,2024-08-05,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1462,156,10.67,534.224359
816,2024-08-06,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23672,2009,8.487,636.987556
817,2024-08-06,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,991,86,8.678,950.5348837
818,2024-08-06,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2662,322,12.096,387.0869565
819,2024-08-06,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5883,267,4.539,420.7940075
820,2024-08-06,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,162974,8136,4.992,408.461529
821,2024-08-07,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6272,316,5.038,463.1012658
822,2024-08-07,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2897,314,10.839,416.1910828
823,2024-08-07,noti,주택담보대출비교,(광고) 📬 8월 6일 주담대 갈아타기 최저금리는 3.15%예요. 🤔이제 국민은행도 비교할 수 있어요🚴‍♀️,636513,54756,8.602,922.4363723
824,2024-08-07,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,26206,2265,8.643,611.7090508
825,2024-08-07,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,992,96,9.677,675.7291667
826,2024-08-07,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,119848,8256,6.889,684.2501211
827,2024-08-08,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,142612,8452,5.927,656.4862754
828,2024-08-08,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3300,403,12.212,422.6501241
829,2024-08-08,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,1144,119,10.402,561.1008403
830,2024-08-08,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5917,287,4.85,584.8432056
831,2024-08-08,noti,주택담보대출비교,(광고) 💌 이미 주담대 있어도 가능한 DSR 제한없는 추가대출  대출금액 1%를 포인트로 💰,163976,11117,6.78,450.9863272
832,2024-08-08,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,27759,2466,8.884,661.2222222
833,2024-08-09,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,22497,2038,9.059,819.3150147
834,2024-08-09,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,961,111,11.55,364.6486486
835,2024-08-09,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,119578,4963,4.15,498.7390691
836,2024-08-09,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2630,331,12.586,451.8096677
837,2024-08-09,noti,주택담보대출비교,(광고) 📬8월 7일 주담대 최저금리는 3.11%예요. 🧐2분 만에 한도 조회 GO 🚴‍♀️,303728,19058,6.275,565.3022878
838,2024-08-09,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5104,250,4.898,617.476
839,2024-08-12,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5363,244,4.55,349.0327869
840,2024-08-12,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,117179,7922,6.761,828.184928
841,2024-08-12,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,581,44,7.573,479.2045455
842,2024-08-12,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,7536,577,7.657,821.6672444
843,2024-08-12,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,741,96,12.955,595.375
844,2024-08-13,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1679,192,11.435,414.6145833
845,2024-08-13,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,121848,7485,6.143,592.7119572
846,2024-08-13,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,16476,1452,8.813,633.3064738
847,2024-08-13,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5450,288,5.284,554.4479167
848,2024-08-14,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1687,214,12.685,523.9579439
849,2024-08-14,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,15626,1415,9.055,670.5872792
850,2024-08-14,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,126737,9484,7.483,777.1034374
851,2024-08-14,noti,전월세대출비교,(광고) 📬 8월 13일 전세대출 갈아타기 최저금리는 3.38%예요. 🧐이자를 아낄 수 있는지 확인해보세요 🚴‍♀️,152840,5941,3.887,399.3627335
852,2024-08-14,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,820,67,8.171,683.9701493
853,2024-08-14,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5814,288,4.954,342.0833333
854,2024-08-15,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5071,237,4.674,508.4725738
855,2024-08-15,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,924,96,10.39,757.1666667
856,2024-08-15,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1914,232,12.121,534.8017241
857,2024-08-15,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,14538,1457,10.022,762.5024022
858,2024-08-15,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,138026,9221,6.681,629.1508513
859,2024-08-16,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,111067,6206,5.588,535.4419916
860,2024-08-16,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,11792,1268,10.753,764.7988959
861,2024-08-16,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1210,153,12.645,687.2026144
862,2024-08-16,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4406,179,4.063,524.3072626
863,2024-08-16,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,719,71,9.875,721.2535211
864,2024-08-19,noti,신용점수조회,(광고) 🤔 내 신용점수! 이대로 괜찮을까? 👉🏻내 또래의 신용점수와 비교해보세요!,1818221,59716,3.284,845.901266
865,2024-08-19,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,510,35,6.863,608.6857143
866,2024-08-19,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,856,104,12.15,794.1923077
867,2024-08-19,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6494,314,4.835,460.0541401
868,2024-08-19,noti,신용대출비교,(광고) 🎉축하드려요! 역대급 혜택  첫달 금리 -6% 대상자에요.💸,133565,8683,6.501,588.3463089
869,2024-08-19,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,9341,766,8.2,822.5626632
870,2024-08-20,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5479,248,4.526,440.9435484
871,2024-08-20,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,34272,12884,37.593,359.8983235
872,2024-08-20,noti,신용대출비교,(광고) 이번 달 나의 최저금리·최대한도는? 최대 15만원 이자지원은 선물!🎁,251087,13018,5.185,734.7710862
873,2024-08-20,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1899,241,12.691,410.0788382
874,2024-08-20,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,19458,1879,9.657,641.4502395
875,2024-08-21,noti,신용대출비교,(광고) 이번 달 나의 최저금리·최대한도는? 최대 15만원 이자지원은 선물!🎁,280797,15571,5.545,699.6208978
876,2024-08-21,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24644,2561,10.392,597.3775869
877,2024-08-21,noti,신용점수조회,(광고) 🚨 7월부터 대출한도가 줄어든다는데... 내 신용점수부터 확인하기! 👀,439151,24836,5.655,1379.140723
878,2024-08-21,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5421,242,4.464,512.2727273
879,2024-08-21,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,13903,8042,57.844,415.8507834
880,2024-08-21,noti,신용대환대출,(광고) 첫달 금리 최대 -6% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2038,288,14.132,370.7083333
881,2024-08-22,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4672,192,4.11,584.0729167
