ID,발송일,"발송채널 (noti : 네이버앱, npay: 페이앱)",서비스명,발송 문구,발송회원수,클릭회원수,클릭율,클릭까지 소요된 평균 분(Minutes)
349,2024-04-23,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3172,548,17.276,781.4908759
350,2024-04-23,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,28809,5814,20.181,1095.517716
351,2024-04-23,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,666895,50794,7.616,1231.967988
352,2024-04-23,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5991,370,6.176,808.5243243
353,2024-04-24,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,456293,39522,8.662,1291.556753
354,2024-04-24,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3153,629,19.949,862.5135135
355,2024-04-24,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,32508,7143,21.973,1045.710066
356,2024-04-24,noti,신용점수조회,(광고) 연체기록이 삭제되면 더 좋은 조건으로 금융생활이 가능해요. 신용회복 지원정책 확인하러 가기 👉,298089,13680,4.589,1033.67617
357,2024-04-24,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,3650,198,5.425,990.040404
358,2024-04-25,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6069,388,6.393,582.5103093
359,2024-04-25,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3085,603,19.546,839.7363184
360,2024-04-25,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,423530,32827,7.751,1160.558047
361,2024-04-25,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,29631,6646,22.429,1176.332079
362,2024-04-25,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1307,111,8.493,826.2072072
363,2024-04-26,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,473647,33153,7,1147.191506
364,2024-04-26,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1457,107,7.344,897.2616822
365,2024-04-26,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,28815,6175,21.43,1166.634818
366,2024-04-26,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5928,387,6.528,628
367,2024-04-26,noti,주택담보대출비교,씨티은행 주담대 있으세요? 🙋‍♀️ 4월 갈아타면 최대 110만원!,575,94,16.348,2627.159574
368,2024-04-26,noti,주택담보대출비교,"(광고) 📬 4월 23일 주담대 최저금리 3.52%입니다. 🤔""이번엔 더 낮아질까?"" 🧐2분 만에 한도 조회 GO 🚴‍♀️",400458,35226,8.796,885.2318458
369,2024-04-26,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3255,597,18.341,822.9246231
370,2024-04-26,noti,신용점수조회,(광고) 🔔 신용점수 올리기로 205점이 올랐대요! 내 점수도 올리기💚,924461,34626,3.746,1117.816872
371,2024-04-26,noti,주택담보대출비교,씨티은행 주담대 있으세요? 🙋‍♀️ 4월 갈아타면 최대 110만원!,793,77,9.71,2672.415584
372,2024-04-26,noti,주택담보대출비교,4월  씨티은행 주담대 갈아타면💞 5만원  🏠 우리집 등록하면 또 5만원!,269,25,9.294,2978.2
373,2024-04-26,noti,신용점수조회,(광고) 🤔 내 신용점수! 이대로 괜찮을까? 👉🏻내 또래의 신용점수와 비교해보세요!,932920,36506,3.913,1182.881773
374,2024-04-29,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1304,135,10.353,801.4222222
375,2024-04-29,noti,주택담보대출비교,"(광고) 📬 4월 23일 주담대 최저금리 3.52%입니다. 🤔""이번엔 더 낮아질까?"" 🧐2분 만에 한도 조회 GO 🚴‍♀️",477018,46077,9.659,645.8733424
376,2024-04-29,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2910,876,30.103,1332.079909
377,2024-04-29,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,12768,1311,10.268,1446.606407
378,2024-04-29,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,7074,367,5.188,498.7438692
379,2024-04-29,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,378170,28051,7.418,831.0811379
380,2024-04-30,noti,주택담보대출비교,1~3월 주담대 갈아타기 조회 17만 건 76%는 평균 1.26% 낮아진 금리 조회 성공 🤜🤛,105527,3664,3.472,953.555131
381,2024-04-30,noti,주택담보대출비교,"📬 4월 29일 주담대 최저금리 3.60%입니다. 🤔""나는 얼마 나올까?"" 🧐2분 만에 한도 조회 GO 🚴‍♀️",114497,4531,3.957,915.5802251
382,2024-04-30,noti,주택담보대출비교,4월  씨티은행 주담대 갈아타면💞 5만원  🏠 우리집 등록하면 또 5만원!,540,37,6.852,773.7297297
383,2024-04-30,noti,주택담보대출비교,4월  씨티은행 주담대 갈아타면💞 5만원  🏠 우리집 등록하면 또 5만원!,289,14,4.844,599.1428571
384,2024-04-30,noti,주택담보대출비교,🏠 집살땐 네이버페이 부동산💚  주담대는 시중은행 최다입점 네이버페이 주담대비교✅,114250,4234,3.706,866.1322626
385,2024-04-30,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2545,419,16.464,429.4868735
386,2024-04-30,noti,신용대출비교,(광고) 7월부터 대출 한도가 줄어든대요. 🔔이번달에 대출받으면 금리 혜택도 두배에요,483372,33119,6.852,738.755669
387,2024-04-30,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24272,5087,20.958,761.1796737
388,2024-04-30,noti,신용대출비교,(광고) 🎉 축하합니다! 첫 달 이자지원금 적립! 받은 만큼 한번 더 적립 받으세요 👉 >,5835,619,10.608,300.7786753
389,2024-04-30,noti,주택담보대출비교,4월  씨티은행 주담대 갈아타면💞 5만원  🏠 우리집 등록하면 또 5만원!,842,35,4.157,350.5714286
390,2024-04-30,noti,신용점수조회,(광고) 🔔 똑똑 잊으셨나요? 이번달 신용점수 조회하면  대출 이자지원금 두 배에요.,11911,214,1.797,658.7056075
391,2024-04-30,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6827,369,5.405,530.9756098
392,2024-04-30,noti,주택담보대출비교,DSR 제한없는 주담대 보금자리론 추가 👀👋 6억 아파트 3.6억까지 🔔💰,115001,4761,4.14,949.7118252
393,2024-04-30,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,3464,670,19.342,1173.541791
394,2024-05-01,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6585,468,7.107,6058.604701
395,2024-05-01,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2601,537,20.646,1958.96648
396,2024-05-01,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,3071,577,18.789,2371.582322
397,2024-05-01,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23068,5326,23.088,3075.189824
398,2024-05-02,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2848,325,11.412,2507.6
399,2024-05-02,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5543,338,6.098,6326.189349
400,2024-05-02,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1843,272,14.759,3156.316176
401,2024-05-02,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,15966,2500,15.658,4833.9992
402,2024-05-03,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,27838,2893,10.392,6799.491531
403,2024-05-03,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5669,372,6.562,5355.959677
404,2024-05-03,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3459,448,12.952,3143.948661
405,2024-05-03,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2663,273,10.252,3022.714286
406,2024-05-06,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,7739,896,11.578,5013.831473
407,2024-05-06,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,939,132,14.058,2883.5
408,2024-05-06,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1421,164,11.541,2438.146341
409,2024-05-06,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6484,460,7.094,3919.834783
410,2024-05-07,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1622,170,10.481,2560.735294
411,2024-05-07,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6144,419,6.82,4971.890215
412,2024-05-07,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,271971,15007,5.518,847.1711201
413,2024-05-07,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,9722,953,9.803,5216.502623
414,2024-05-07,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1161,191,16.451,2522.115183
415,2024-05-08,noti,신용점수조회,(광고) 연체기록이 삭제되면 더 좋은 조건으로 금융생활이 가능해요. 신용회복 지원정책 확인하러 가기 👉,287208,12438,4.331,1322.642386
416,2024-05-08,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2598,407,15.666,2412.282555
417,2024-05-08,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2315,270,11.663,1896.151852
418,2024-05-08,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,304469,14961,4.914,2329.600762
419,2024-05-08,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,22721,2825,12.433,4324.150442
420,2024-05-08,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6063,398,6.564,5166.329146
421,2024-05-09,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,300206,72529,24.16,5718.124847
422,2024-05-09,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,27051,2886,10.669,4603.085239
423,2024-05-09,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2197,213,9.695,1922.089202
424,2024-05-09,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3238,426,13.156,2296.260563
425,2024-05-09,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5813,371,6.382,3643.334232
426,2024-05-10,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4891,302,6.175,5679.430464
427,2024-05-10,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3782,688,18.191,2828.49564
428,2024-05-10,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,2077,173,8.329,2555.485549
429,2024-05-10,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,26804,3710,13.841,4674.774933
430,2024-05-10,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,328824,54602,16.605,7205.324787
431,2024-05-13,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,257582,32876,12.763,5587.74635
432,2024-05-13,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1063,92,8.655,4236.913043
433,2024-05-14,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1348,98,7.27,2174.367347
434,2024-05-14,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,20274,2674,13.189,4133.384069
435,2024-05-14,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4824,265,5.493,4697.211321
436,2024-05-14,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,231201,23135,10.006,5769.10456
437,2024-05-14,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2773,499,17.995,2497.521042
438,2024-05-15,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2522,423,16.772,1378.096927
439,2024-05-15,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,3282,175,5.332,4255.571429
440,2024-05-15,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1555,117,7.524,1683.769231
441,2024-05-15,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,18105,2416,13.344,3976.767384
442,2024-05-16,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,16363,1451,8.868,3815.249483
443,2024-05-16,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,326159,28213,8.65,4053.536384
444,2024-05-16,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1467,119,8.112,1751.621849
445,2024-05-16,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6808,352,5.17,3226.139205
446,2024-05-16,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1861,229,12.305,2678.165939
447,2024-05-17,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3409,530,15.547,2367.920755
448,2024-05-17,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,22289,2471,11.086,3922.720356
449,2024-05-17,noti,주택담보대출비교,(광고) 📢기존 주담대 금리 11.77% → 3.84%로 갈아타기 성공💸!,261362,21310,8.153,1046.61145
450,2024-05-17,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,245128,19260,7.857,4022.923988
451,2024-05-17,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1545,108,6.99,1246.027778
452,2024-05-17,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5384,276,5.126,3304.757246
453,2024-05-17,noti,주택담보대출비교,(광고) 📢주담대 갈아타고 금리 7.93% 낮췄어요🎊!,284503,21397,7.521,1029.467309
454,2024-05-20,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1169,99,8.469,1022.010101
455,2024-05-20,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,2147,107,4.984,2591
456,2024-05-20,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,325984,19778,6.067,2103.858277
457,2024-05-20,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,12738,946,7.427,3297.378436
458,2024-05-20,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1272,132,10.377,2874.530303
459,2024-05-21,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,329181,13064,3.969,1845.191672
460,2024-05-21,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5541,265,4.783,3743.65283
461,2024-05-21,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3328,456,13.702,1916.335526
462,2024-05-21,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24856,2528,10.171,3040.301424
463,2024-05-21,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1582,105,6.637,803.7333333
464,2024-05-22,noti,주택담보대출비교,(광고) 신한·하나·우리·농협·기업·케이뱅크에서 주담대 이자를 아낄 수 있는지 한번에 확인해보세요💚,236130,34542,14.628,14857.33565
465,2024-05-22,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3413,476,13.947,1847.548319
466,2024-05-22,noti,신용점수조회,(광고) 연체기록이 삭제되면 더 좋은 조건으로 금융생활이 가능해요. 신용회복 지원정책 확인하러 가기 👉,284492,9965,3.503,1194.310988
467,2024-05-22,noti,주택담보대출비교,"(광고) 5월 21일 주담대 최저금리는 3.43%예요. 🤔""나는 얼마나 아낄수 있을까?"" 🧐2분 만에 한도 조회 GO 🚴‍♀️",236134,19109,8.092,4636.742006
468,2024-05-22,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1554,111,7.143,1413.540541
469,2024-05-22,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5935,293,4.937,3551.713311
470,2024-05-22,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,186137,5565,2.99,1637.055705
471,2024-05-22,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,27667,2701,9.763,3058.232136
472,2024-05-23,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,211523,3833,1.812,1398.808244
473,2024-05-23,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1406,87,6.188,1532.988506
474,2024-05-23,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24974,2126,8.513,3241.616651
475,2024-05-23,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5854,371,6.338,3454.587601
476,2024-05-23,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3149,409,12.988,1755.821516
477,2024-05-24,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,195653,34072,17.415,5317.114933
478,2024-05-24,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,21060,1744,8.281,3539.203555
479,2024-05-24,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2765,325,11.754,1744.944615
480,2024-05-24,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5522,313,5.668,2595.833866
481,2024-05-24,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1534,113,7.366,973.8495575
482,2024-05-27,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,1865,171,9.169,1605.707602
483,2024-05-27,noti,신용점수조회,(광고) 🔔 신용점수 올리기로 205점이 올랐대요! 내 점수도 올리기💚,911661,37017,4.06,1147.487641
484,2024-05-27,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,269213,32136,11.937,3179.926562
485,2024-05-27,noti,신용점수조회,(광고) 🤔 내 신용점수! 이대로 괜찮을까? 👉🏻내 또래의 신용점수와 비교해보세요!,919045,39406,4.288,1195.826422
486,2024-05-27,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,18267,1148,6.285,2927.017422
487,2024-05-27,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5109,316,6.185,1845.768987
488,2024-05-27,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1129,65,5.757,1546.938462
489,2024-05-28,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3130,432,13.802,1536.530093
490,2024-05-28,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,44176,20485,46.371,529.8792287
491,2024-05-28,noti,주택담보대출비교,"(광고) 5월 27일 주담대 최저금리는 3.43%예요. 🤔""나는 얼마나 아낄수 있을까?"" 🧐2분 만에 한도 조회 GO 🚴‍♀️",225375,8516,3.779,1072.211837
492,2024-05-28,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,26202,2210,8.434,2342.7181
493,2024-05-28,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,222732,16754,7.522,4045.010207
494,2024-05-28,noti,주택담보대출비교,(광고) 11개 금융기관에서 주택담보대출 이자를 아낄 수 있는지 확인해보세요(5월27일 최저 3.43%),225408,24498,10.868,12003.56894
495,2024-05-29,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,22833,2977,13.038,1276.59691
496,2024-05-29,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,25311,2060,8.139,2334.63835
497,2024-05-29,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,2825,132,4.673,1708.992424
498,2024-05-29,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,243434,18613,7.646,3041.707248
499,2024-05-29,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3024,395,13.062,2007.989873
500,2024-05-30,noti,신용점수조회,(광고) 🔔 똑똑 잊으셨나요? 이번달 신용점수 조회하면  대출 이자지원금 두 배에요.,9085,176,1.937,992.1931818
501,2024-05-30,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3171,395,12.457,1351.858228
502,2024-05-30,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,16072,871,5.419,1904.876005
503,2024-05-30,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24833,2310,9.302,1970.237229
504,2024-05-30,noti,주택담보대출비교,(광고)  9개 은행에서 주택담보대출 이자를 아낄 수 있는지 확인해보세요(5월30일 최저 3.43%)💚,439865,33307,7.572,15295.18056
505,2024-05-30,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,266984,14608,5.471,3250.969811
506,2024-05-30,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5394,319,5.914,2714.670846
507,2024-05-31,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,285324,14792,5.184,3453.768794
508,2024-05-31,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3178,371,11.674,1778.781671
509,2024-05-31,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,24525,2113,8.616,2308.870327
510,2024-05-31,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,12444,528,4.243,2104.732955
511,2024-05-31,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5111,340,6.652,1843.041176
512,2024-06-03,noti,신용대출비교,(광고) 198만명이 대출조회만 하고도  1000원 받았대요. 🎉 지금 한도 알아볼까요? ,27216,1621,5.956,1473.264651
513,2024-06-03,noti,신용대출비교,(광고) 🎉 축하드려요. 💸 혜택 두배  첫달 금리 4% 혜택 대상자에요.,59864,1019,1.702,2087.56526
514,2024-06-03,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6248,349,5.586,1296.659026
515,2024-06-03,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,18704,1150,6.148,1883.352174
516,2024-06-03,noti,신용대출비교,(광고) 🎉 햇살론 2 000만원 받으면  최대 66 670원 이자 지원금을 드려요. ,119817,1231,1.027,2761.617384
517,2024-06-03,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요!,1884,185,9.82,2473.610811
518,2024-06-03,noti,신용대출비교,(광고) 마통 3 000만원 뚫으면  1만원 이자지원 받을 수 있대요. 🎉 ,27331,3194,11.686,1039.775517
519,2024-06-03,noti,신용대출비교,(광고) 앗! 7월부터 대출한도가 줄어든대요. 지금 대출받으면 이자지원금 두 배에요. 💸,141803,15488,10.922,986.8901085
520,2024-06-03,noti,신용대환대출,(광고) 첫달 금리 최대 -4% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2305,203,8.807,1324.295567
521,2024-06-04,noti,신용대출비교,(광고) 마통 3 000만원 뚫으면  1만원 이자지원 받을 수 있대요. 🎉 ,21122,1269,6.008,1236.810875
